Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,Proximity_to_Industrial_Areas,Population_Density,Air Quality
23.6,67.8,3.9,5.1,23.3,5.0,1.01,10.4,461,Good
34.2,61.2,8.9,19.0,24.6,12.6,1.41,5.1,553,Moderate
29.5,60.6,1.0,18.5,26.1,7.5,1.55,8.9,438,Moderate
37.5,76.6,9.3,10.1,32.2,15.0,1.29,5.1,669,Moderate
31.6,76.7,21.4,26.9,30.1,17.4,1.29,7.6,663,Moderate
24.2,58.2,35.6,39.3,16.7,5.0,0.92,10.6,360,Good
27.4,51.0,7.0,16.8,26.9,4.6,1.55,11.6,436,Moderate
33.4,69.8,5.8,14.5,38.2,8.4,1.66,12.0,444,Poor
33.0,79.1,3.4,10.9,12.2,5.7,0.98,11.1,213,Good
25.0,77.6,0.7,7.6,17.4,8.0,1.74,5.2,317,Moderate
26.5,67.6,18.4,29.0,40.0,12.3,2.17,4.1,598,Poor
31.6,67.0,10.3,22.0,31.4,1.7,1.3,5.4,513,Moderate
39.2,68.0,4.0,18.4,30.2,16.8,1.77,3.8,763,Poor
23.8,67.9,15.3,19.2,25.0,5.1,0.97,10.0,366,Good
30.9,57.2,2.0,12.9,29.2,15.2,1.37,6.2,632,Moderate
27.8,70.8,3.0,20.7,30.8,17.7,2.02,3.5,502,Poor
28.4,65.8,10.9,22.2,27.5,11.9,1.7,6.1,524,Moderate
28.1,51.8,36.0,40.3,26.4,5.4,1.15,10.8,264,Good
20.0,53.3,3.7,12.9,26.1,6.6,1.09,10.2,538,Good
36.7,78.7,31.3,69.8,30.7,21.1,1.95,4.1,749,Poor
23.7,40.0,20.7,23.0,20.4,6.2,1.05,12.5,318,Good
29.0,64.0,8.6,21.6,26.6,8.1,1.53,5.0,647,Moderate
28.3,82.6,18.2,25.7,29.0,6.7,1.49,6.1,563,Moderate
22.6,43.5,21.0,24.9,24.5,4.8,0.99,10.0,284,Good
29.9,43.6,0.2,5.2,15.8,3.0,1.04,10.0,516,Good
30.6,44.2,12.0,16.4,14.7,2.9,0.99,12.1,569,Good
35.5,90.9,36.7,48.4,35.8,17.5,2.23,11.8,519,Poor
22.6,46.8,20.5,22.9,28.3,8.7,1.03,10.9,518,Good
29.3,92.0,18.4,42.3,32.0,26.4,3.1,3.9,515,Hazardous
30.2,87.8,3.4,15.9,36.0,14.2,1.47,7.3,399,Moderate
36.7,103.1,7.3,25.2,52.7,14.7,2.52,2.6,594,Hazardous
21.2,75.1,25.1,31.7,26.0,10.3,1.48,6.9,666,Moderate
30.8,83.8,0.1,1.3,32.5,5.1,1.53,5.7,601,Moderate
50.7,104.9,2.4,9.5,41.7,21.5,2.34,4.3,861,Hazardous
29.6,81.7,1.2,17.7,20.8,8.4,1.75,6.8,308,Moderate
26.3,62.6,1.1,9.1,15.1,8.7,1.08,12.4,531,Good
26.9,81.9,28.0,40.2,23.5,8.7,1.41,5.9,379,Moderate
35.4,55.6,72.1,81.2,33.4,12.6,1.71,5.0,296,Moderate
29.8,84.3,0.6,14.0,34.6,14.2,1.61,5.4,506,Moderate
35.0,72.8,74.5,92.2,38.8,19.9,2.27,3.0,623,Hazardous
30.1,51.5,9.4,14.9,13.8,2.0,0.97,10.2,240,Good
32.2,70.0,47.7,52.4,38.0,4.6,1.64,6.7,402,Moderate
48.6,83.7,75.8,98.3,52.7,17.1,2.02,3.6,843,Hazardous
33.7,54.1,5.2,15.5,34.5,6.8,1.5,5.4,367,Moderate
28.5,59.7,7.7,15.5,25.6,21.4,1.46,5.3,423,Moderate
51.3,58.0,31.2,48.3,34.3,11.5,3.32,2.6,538,Hazardous
21.7,42.0,1.2,5.8,27.7,3.2,0.87,12.4,248,Good
21.9,74.0,14.4,19.4,17.5,4.3,1.07,10.1,483,Good
22.8,66.4,9.3,12.7,13.9,4.0,0.87,10.7,579,Good
34.7,86.1,14.6,26.3,22.2,10.6,1.8,5.8,643,Moderate
34.1,90.5,14.3,17.4,19.6,6.4,1.59,7.0,494,Moderate
35.9,77.2,14.9,21.1,29.4,12.3,1.5,5.4,489,Moderate
36.1,69.1,6.8,16.2,18.7,5.9,1.15,5.0,630,Moderate
30.3,69.4,41.8,51.2,22.5,5.8,1.57,6.1,434,Moderate
33.3,98.7,20.9,36.7,35.1,16.0,1.73,5.1,578,Poor
35.5,71.8,7.4,27.5,33.8,22.6,1.91,3.9,676,Poor
28.7,64.6,12.1,17.6,14.2,6.2,1.04,11.1,600,Good
25.5,43.5,5.2,9.6,24.4,8.8,0.98,11.4,284,Good
32.3,91.2,1.7,15.7,33.5,7.2,2.33,7.2,535,Poor
23.5,62.5,1.8,7.3,25.2,3.4,1.16,11.7,501,Good
27.4,44.7,12.7,22.1,22.0,8.7,1.18,5.8,363,Moderate
22.1,53.1,6.9,9.8,15.6,5.4,0.86,11.4,385,Good
26.9,67.4,4.4,12.5,31.9,11.2,1.69,5.8,311,Moderate
42.2,87.6,95.7,115.6,42.7,18.7,2.59,6.7,707,Hazardous
33.7,108.8,45.3,66.0,34.5,20.1,2.29,4.6,897,Hazardous
46.7,65.7,102.5,122.1,43.7,6.9,1.9,3.9,556,Poor
22.0,58.7,1.2,14.2,23.8,3.5,1.05,12.5,390,Good
22.9,63.8,2.9,9.4,16.7,0.4,0.98,10.7,593,Good
26.1,43.6,2.8,11.0,15.4,8.7,1.08,11.2,574,Good
31.5,70.3,19.9,38.8,21.8,6.3,1.95,6.3,707,Poor
33.7,96.3,70.8,87.3,32.9,17.0,2.33,4.8,557,Hazardous
22.7,44.0,13.0,16.1,16.1,3.4,0.95,12.9,330,Good
38.1,73.2,37.7,85.4,33.0,20.4,2.49,5.7,727,Hazardous
34.3,94.8,12.6,30.7,52.7,17.5,2.02,4.5,934,Hazardous
31.7,72.4,49.3,57.3,28.1,5.2,1.31,6.6,373,Moderate
34.7,85.0,4.1,14.2,29.5,13.2,1.41,5.1,608,Moderate
30.6,84.0,0.7,9.9,30.2,8.0,1.52,5.1,667,Moderate
28.0,72.2,18.5,25.0,24.9,6.1,1.32,13.2,480,Good
25.4,80.0,3.5,11.4,24.1,8.9,1.03,13.7,373,Good
29.8,112.5,40.7,55.3,37.6,25.4,3.17,5.4,662,Hazardous
31.0,75.0,8.9,17.1,30.1,5.3,1.72,3.7,531,Poor
30.8,66.5,15.7,21.5,23.8,0.7,1.54,6.6,528,Moderate
36.0,65.6,7.3,21.8,24.2,13.9,1.99,5.9,393,Poor
24.7,43.2,5.3,11.2,13.7,1.4,1.01,10.1,552,Good
26.3,59.4,3.9,7.0,18.1,7.7,1.05,10.3,526,Good
31.1,70.9,35.2,44.7,26.9,5.8,1.45,7.2,455,Moderate
24.6,42.6,12.0,15.2,17.2,5.6,1.2,10.9,516,Good
47.4,82.8,14.5,33.5,32.3,18.9,1.84,5.1,600,Poor
26.2,51.7,3.5,9.0,27.6,5.7,0.98,10.1,542,Good
33.3,82.6,1.2,5.6,30.1,5.9,1.32,5.9,310,Moderate
33.8,68.6,29.9,42.3,20.9,22.2,2.31,3.8,430,Poor
26.2,62.3,5.9,9.6,23.6,8.6,1.4,7.9,685,Moderate
32.8,62.4,24.0,42.7,32.9,25.0,2.29,6.2,415,Poor
30.8,67.6,6.0,15.4,29.2,6.0,1.42,8.7,564,Moderate
39.3,63.5,135.7,148.8,28.1,16.1,2.05,3.9,714,Poor
29.3,79.8,3.9,13.9,21.9,6.4,1.72,7.0,337,Moderate
31.1,78.2,42.5,55.7,30.5,10.4,1.49,11.5,628,Moderate
23.6,46.8,3.1,8.1,12.2,3.2,1.06,10.2,543,Good
37.8,65.8,4.5,19.8,17.2,9.4,1.43,6.2,495,Moderate
26.7,54.8,5.8,11.3,15.8,4.5,1.25,11.8,565,Good
33.7,57.2,20.3,33.5,27.5,15.6,1.74,5.3,531,Moderate
20.0,74.9,8.2,15.3,21.1,6.2,1.04,11.7,242,Good
30.3,82.2,64.0,77.0,25.2,9.1,1.16,6.1,338,Moderate
40.0,70.3,47.8,56.7,32.4,25.1,1.71,5.5,348,Poor
24.4,54.0,2.2,5.3,27.9,5.3,1.05,10.6,431,Good
25.7,64.5,19.7,28.4,31.1,7.8,1.3,7.0,521,Moderate
24.1,45.4,0.6,3.0,15.1,2.6,1.14,13.0,513,Good
35.1,81.6,1.7,11.2,35.3,15.5,1.72,16.6,438,Poor
24.3,78.1,0.5,5.2,24.3,2.6,1.0,12.0,517,Good
30.1,78.3,38.7,45.7,35.3,9.2,1.46,5.8,562,Moderate
21.5,57.5,0.2,4.3,15.0,6.7,1.02,18.8,373,Good
41.2,82.7,17.3,25.0,43.5,24.5,2.33,2.6,494,Hazardous
28.5,81.6,25.1,33.5,18.5,4.2,1.02,15.3,448,Good
34.5,76.9,59.3,71.9,28.4,13.0,1.77,7.7,586,Poor
36.0,75.2,4.7,10.5,33.5,0.4,1.72,6.5,336,Moderate
20.6,80.6,0.3,5.1,22.0,4.6,1.49,7.6,647,Moderate
36.8,69.6,21.8,35.1,36.0,4.3,2.45,4.8,729,Poor
47.0,95.9,4.5,19.7,40.4,8.7,2.69,3.2,739,Hazardous
30.4,68.6,15.4,29.7,31.0,11.3,2.06,3.6,609,Poor
26.3,64.3,73.4,81.3,11.9,3.4,0.87,10.2,390,Good
26.8,63.4,52.9,63.6,26.9,9.0,1.39,5.6,324,Moderate
30.6,57.8,24.3,31.5,15.4,19.9,1.48,5.4,502,Moderate
30.8,76.8,3.7,15.9,30.8,12.0,1.78,7.8,501,Moderate
29.7,61.4,18.3,31.4,30.6,17.0,1.42,5.2,396,Moderate
32.0,84.4,30.3,39.1,40.4,21.2,1.99,6.2,454,Poor
30.1,77.9,2.7,4.7,11.4,3.4,0.96,11.5,235,Good
26.3,54.7,2.0,8.2,27.9,3.4,1.05,17.0,330,Good
47.3,88.4,104.9,127.4,44.6,21.7,2.71,8.2,648,Hazardous
30.7,61.2,2.6,15.9,20.5,4.2,1.77,5.3,449,Moderate
23.6,45.6,2.5,8.8,22.3,5.0,0.81,11.9,463,Good
22.4,50.7,13.6,19.0,17.9,8.7,1.12,11.1,265,Good
22.3,51.0,30.9,40.0,17.5,4.5,1.78,6.2,294,Moderate
20.0,61.2,11.1,17.2,24.2,2.6,1.08,11.3,209,Good
19.8,60.6,15.0,21.7,22.9,3.9,0.99,10.4,382,Good
37.3,59.7,12.2,26.6,37.7,24.1,2.25,4.1,640,Poor
32.2,91.3,0.3,26.5,19.7,27.9,1.88,3.3,661,Poor
32.3,64.1,41.5,53.5,29.2,15.1,2.44,4.8,697,Poor
24.9,56.1,20.9,28.4,24.9,10.3,1.3,9.5,542,Moderate
15.5,64.8,19.6,23.4,25.5,4.6,0.91,11.1,230,Good
35.3,75.4,8.0,27.1,37.3,9.0,1.82,21.6,696,Poor
29.4,49.7,41.2,51.6,26.5,10.4,1.47,6.9,622,Moderate
24.0,53.4,5.3,10.8,34.8,15.9,1.16,6.4,728,Moderate
32.2,79.4,4.0,11.0,32.9,10.9,1.25,9.5,651,Moderate
23.6,50.2,0.4,3.7,12.7,7.4,1.04,14.2,340,Good
26.1,46.3,4.7,10.9,19.3,3.2,1.18,17.6,471,Good
21.4,78.9,0.5,6.7,13.1,1.9,1.02,10.7,579,Good
33.3,51.4,9.6,20.7,20.7,16.0,1.48,5.8,542,Moderate
41.7,82.5,1.7,15.8,31.1,12.7,1.8,4.6,735,Poor
30.3,68.3,18.8,29.0,23.9,11.2,1.47,9.6,456,Moderate
31.8,68.2,10.7,21.0,25.4,12.2,1.34,3.4,637,Poor
25.0,61.8,4.4,11.0,26.4,3.4,1.05,11.5,397,Good
38.8,64.6,21.5,31.9,21.2,9.0,1.48,5.8,545,Moderate
23.2,73.4,5.1,9.8,20.5,5.0,0.96,13.6,556,Good
28.9,62.5,28.6,39.6,16.2,8.7,0.76,11.2,586,Good
26.9,59.1,21.4,33.0,22.2,9.2,1.14,5.5,398,Moderate
36.8,68.5,4.8,16.5,29.2,1.8,1.32,6.2,323,Moderate
27.1,58.3,4.7,17.0,29.4,7.5,1.07,5.0,349,Moderate
23.5,50.8,0.6,6.7,13.3,3.1,0.95,14.1,564,Good
35.5,100.3,3.2,22.2,38.7,16.2,1.74,7.9,717,Poor
31.9,70.1,5.5,17.5,44.2,17.2,1.65,4.1,506,Poor
29.5,85.9,13.6,33.2,18.7,14.4,1.78,6.6,397,Moderate
24.2,80.6,3.3,13.0,23.6,14.5,1.22,6.1,367,Moderate
27.1,70.1,29.2,32.2,16.8,7.1,1.08,10.4,289,Good
44.8,97.8,35.2,58.0,38.3,29.6,2.8,6.3,816,Hazardous
38.9,80.0,53.4,66.4,42.4,23.0,2.19,5.6,695,Poor
23.9,62.9,8.9,17.3,17.4,4.5,0.93,13.6,494,Good
29.0,51.7,8.4,13.0,16.5,5.0,1.01,10.1,226,Good
25.1,71.1,7.3,11.3,17.9,4.8,1.0,13.4,283,Good
27.0,87.3,10.8,18.7,24.2,10.7,1.47,6.3,327,Moderate
26.3,47.2,3.0,5.5,24.7,0.7,1.08,10.7,368,Good
22.9,52.6,7.6,15.3,26.3,4.4,0.99,11.1,517,Good
25.2,77.3,2.2,4.3,12.2,1.8,0.87,10.2,547,Good
25.8,56.3,5.0,9.5,20.9,2.5,0.98,14.1,410,Good
27.4,74.7,25.9,31.1,29.5,17.3,2.28,5.8,501,Poor
38.2,78.2,21.3,45.1,29.2,16.5,1.66,4.2,600,Poor
35.4,65.0,22.6,46.2,37.5,23.0,2.01,3.7,509,Poor
32.8,99.6,2.2,8.0,33.6,21.5,1.92,5.5,664,Poor
24.9,54.3,39.0,56.5,30.3,12.3,1.6,5.2,351,Moderate
27.5,66.2,1.8,7.0,27.2,7.3,1.06,11.3,326,Good
30.9,56.8,9.2,19.2,28.4,5.4,1.82,5.9,567,Moderate
33.5,75.7,2.3,18.1,29.4,10.1,1.45,6.0,633,Moderate
24.8,86.3,14.3,21.5,22.7,12.2,1.27,8.6,419,Moderate
35.3,70.3,27.3,31.9,27.4,11.1,1.75,9.3,635,Moderate
37.7,78.2,9.2,18.9,35.2,9.7,1.49,5.3,318,Moderate
24.3,77.2,3.2,8.5,15.1,5.1,1.22,10.1,385,Good
27.1,61.5,24.0,29.4,45.5,14.3,2.19,4.3,806,Poor
25.5,68.4,54.1,64.4,30.8,0.7,1.81,5.7,671,Poor
23.7,67.3,10.3,17.7,24.6,2.6,1.01,15.8,488,Good
27.2,46.3,14.8,18.8,19.7,7.3,1.05,10.8,496,Good
34.8,78.3,43.0,56.3,41.7,8.0,1.32,5.7,738,Poor
30.1,72.9,0.0,5.9,26.5,8.1,1.21,13.0,569,Moderate
35.2,80.2,13.2,19.1,36.4,21.5,1.69,4.7,546,Poor
29.6,88.9,16.3,23.7,18.7,9.6,1.37,6.9,498,Moderate
24.0,56.9,2.9,6.9,13.0,8.2,1.14,11.3,360,Good
29.8,73.1,4.7,12.9,23.1,12.2,1.44,5.9,682,Moderate
29.1,71.8,1.6,3.0,23.7,5.6,1.05,12.2,514,Good
27.6,89.6,14.9,33.8,24.3,8.7,1.53,6.3,582,Moderate
41.4,86.0,25.7,35.8,39.6,4.8,1.99,6.1,449,Poor
33.5,110.4,34.0,49.8,30.4,2.6,2.06,4.2,706,Poor
33.7,49.4,28.2,36.7,41.2,16.3,1.85,3.5,568,Poor
23.5,67.6,0.2,4.3,24.5,6.4,1.19,14.6,412,Good
32.3,69.0,1.1,13.5,23.9,9.9,1.39,5.8,461,Moderate
24.6,55.8,14.6,24.1,26.0,12.3,1.93,5.7,579,Moderate
36.6,74.7,11.1,30.9,28.1,16.3,1.04,3.8,409,Poor
26.8,50.9,17.8,25.3,21.3,3.2,0.98,11.5,346,Good
33.0,51.4,15.6,27.7,30.0,10.2,1.08,6.7,644,Moderate
34.0,104.3,25.9,44.1,41.7,15.9,2.35,7.1,676,Hazardous
25.1,45.2,5.6,10.3,14.7,3.1,1.01,12.0,566,Good
40.9,93.8,3.4,26.7,44.6,10.2,1.75,3.7,759,Poor
24.4,56.1,9.8,15.5,15.5,4.9,0.98,10.3,524,Good
26.6,75.1,18.7,32.7,31.1,19.6,1.73,6.8,415,Moderate
21.9,52.7,7.3,13.7,26.9,5.8,1.16,12.2,232,Good
43.9,80.9,4.6,15.6,37.6,21.9,2.05,5.4,387,Poor
39.0,75.2,23.9,41.7,23.9,12.7,1.91,9.4,812,Poor
25.2,58.1,7.9,13.3,23.3,5.6,0.93,10.4,526,Good
40.2,84.8,61.2,77.0,35.2,3.9,1.82,2.8,905,Hazardous
31.7,71.7,18.9,24.8,13.5,3.7,0.78,23.4,369,Good
30.2,62.1,40.2,47.5,20.3,14.7,1.76,5.1,574,Moderate
29.3,86.8,62.8,74.6,23.6,13.1,1.62,5.1,564,Moderate
25.8,89.6,3.6,6.3,18.1,10.7,1.59,7.9,467,Moderate
30.1,75.1,20.5,33.4,28.2,5.4,1.44,6.2,648,Moderate
28.3,75.6,0.1,8.7,10.4,4.0,1.04,12.5,518,Good
27.4,73.5,17.1,22.1,15.7,8.3,0.92,12.0,572,Good
35.4,120.5,47.7,61.2,49.3,24.2,2.36,5.2,662,Hazardous
29.6,86.1,6.7,30.2,36.4,25.8,2.49,4.0,632,Poor
27.7,62.4,0.2,4.6,15.3,5.7,1.06,13.3,239,Good
28.5,50.7,27.0,32.5,18.0,5.1,1.04,10.3,396,Good
41.0,60.0,46.3,58.9,38.9,19.7,1.45,7.2,418,Poor
25.7,88.9,16.7,27.0,28.6,5.1,1.79,11.8,439,Moderate
32.1,90.5,51.8,69.9,26.6,22.3,1.57,3.4,782,Poor
24.2,55.2,11.6,28.8,24.8,9.9,1.5,7.8,350,Moderate
29.0,46.0,20.3,26.8,18.9,5.7,0.72,10.6,505,Good
24.8,78.7,17.4,21.7,24.2,3.4,0.74,12.6,580,Good
32.9,97.0,10.0,32.7,39.7,12.4,2.24,4.3,640,Hazardous
30.4,51.1,1.2,8.0,17.1,4.7,1.0,11.6,576,Good
22.6,60.0,7.4,12.9,18.8,3.9,0.89,17.1,256,Good
39.0,59.1,13.8,39.2,41.2,11.6,1.82,3.8,602,Poor
26.0,64.5,10.4,15.5,25.2,3.1,0.98,5.3,359,Moderate
29.5,83.3,82.2,107.5,25.3,29.0,2.41,5.2,401,Poor
36.9,65.3,55.3,60.3,42.4,14.9,1.77,3.9,613,Poor
32.4,76.4,22.2,30.0,23.0,10.2,1.47,7.6,331,Moderate
30.7,76.4,13.8,18.9,23.5,2.8,0.9,12.9,302,Good
25.6,64.6,56.7,67.9,28.0,6.9,1.6,9.4,334,Moderate
26.7,61.6,12.9,21.1,20.3,7.5,0.99,10.7,577,Good
34.7,72.0,9.7,33.5,33.9,13.2,2.3,4.4,475,Poor
27.4,82.9,13.2,31.2,25.9,9.7,1.23,6.0,539,Moderate
20.9,78.1,16.9,22.9,13.2,6.9,1.09,10.4,450,Good
24.6,46.5,2.7,9.2,18.4,3.8,1.09,10.2,296,Good
27.6,44.1,3.5,14.4,30.7,9.4,0.97,8.0,338,Moderate
27.2,82.5,18.7,37.1,32.5,14.5,1.96,4.5,544,Poor
44.4,99.7,1.9,4.2,33.4,6.3,2.88,4.9,710,Hazardous
31.6,95.2,157.5,180.0,38.8,28.7,2.0,3.6,571,Poor
30.1,54.7,5.2,7.2,30.1,18.6,1.65,5.8,520,Moderate
28.2,75.4,1.2,13.0,35.9,2.6,1.42,5.5,539,Moderate
20.8,62.7,19.4,25.8,19.5,5.8,1.11,10.4,458,Good
37.1,88.5,16.7,22.4,26.6,10.7,1.43,5.9,609,Moderate
24.6,55.1,2.8,9.7,19.9,7.0,0.93,10.6,448,Good
25.3,73.8,6.5,19.1,32.4,12.6,1.2,5.5,419,Moderate
19.7,42.8,13.1,20.8,21.3,3.5,0.96,11.3,452,Good
36.4,107.9,16.4,32.0,25.7,14.7,2.03,3.6,686,Poor
20.2,59.0,11.5,16.7,19.3,7.2,0.99,10.4,393,Good
24.5,73.3,7.8,12.5,21.6,4.5,0.94,10.2,322,Good
23.9,42.1,19.2,25.4,16.8,5.2,1.12,11.6,352,Good
28.0,56.8,5.2,8.9,26.6,8.6,1.04,10.8,593,Good
30.0,85.3,9.2,18.2,25.8,5.2,1.42,10.2,503,Moderate
31.0,93.2,28.7,48.3,44.2,11.3,2.29,10.1,592,Poor
47.3,75.6,75.8,92.0,36.3,17.4,1.76,5.0,503,Poor
25.4,73.2,28.7,35.4,12.3,6.0,1.13,10.1,371,Good
27.8,83.3,13.5,30.5,21.6,0.7,1.64,5.4,653,Moderate
34.3,99.6,14.3,24.7,32.2,13.6,1.89,6.8,487,Poor
52.6,91.3,150.5,159.0,36.8,6.3,2.71,5.1,482,Hazardous
19.6,74.7,1.0,4.6,22.9,4.1,0.94,10.4,388,Good
32.8,60.4,1.6,12.8,28.1,5.7,1.36,12.5,406,Moderate
37.1,47.9,18.1,26.7,20.4,14.7,1.53,10.3,467,Moderate
21.7,76.4,20.8,25.5,20.9,2.8,0.95,10.1,506,Good
39.1,66.8,9.7,21.2,34.1,5.4,2.33,6.6,679,Poor
25.7,57.2,7.5,14.7,14.8,2.6,1.08,14.0,319,Good
23.4,69.5,5.8,12.1,19.5,7.8,1.02,12.6,412,Good
24.3,62.7,6.6,15.4,22.5,10.9,0.92,10.4,437,Good
26.3,71.6,11.6,19.8,16.7,5.3,1.05,10.7,504,Good
24.5,93.6,22.3,31.7,22.4,11.6,1.81,8.3,585,Moderate
29.1,93.2,8.0,19.3,35.6,25.8,1.72,4.2,473,Poor
22.5,67.5,4.9,8.1,24.6,3.6,0.97,14.2,471,Good
27.2,53.8,37.7,44.2,18.2,4.6,0.89,13.7,197,Good
47.4,64.8,68.5,80.6,38.5,13.5,2.54,4.0,633,Poor
36.8,60.0,10.1,30.6,27.6,8.9,1.73,3.7,762,Poor
28.8,75.6,21.4,24.5,24.5,5.3,1.1,11.4,291,Good
19.2,73.8,4.1,7.2,14.3,4.0,1.1,10.7,448,Good
41.7,93.9,8.3,22.4,36.1,22.3,2.06,3.8,497,Poor
33.8,78.8,120.5,139.6,41.6,5.3,1.88,3.3,688,Poor
27.8,78.7,16.8,21.9,13.5,4.6,1.08,12.3,293,Good
31.6,85.1,4.5,19.4,29.0,11.9,1.23,6.3,429,Moderate
40.8,93.8,11.3,27.2,53.4,23.2,2.72,4.7,688,Hazardous
28.9,72.0,48.2,58.4,29.3,9.2,1.56,9.5,422,Moderate
32.8,89.1,18.0,32.4,44.1,16.1,1.64,4.3,734,Poor
33.3,73.0,7.0,23.0,24.2,6.6,1.83,9.1,734,Moderate
31.1,68.6,32.4,43.0,22.2,14.1,2.06,3.9,417,Poor
18.4,60.6,3.0,8.4,16.6,7.3,1.04,10.2,444,Good
28.1,76.8,25.4,39.5,15.9,11.1,1.46,5.5,354,Moderate
32.2,66.7,22.8,34.7,29.6,17.6,2.69,9.1,441,Poor
40.4,79.3,29.1,43.9,31.1,18.0,1.85,6.6,615,Poor
32.6,58.2,16.6,30.5,18.9,6.6,1.68,10.1,353,Moderate
49.5,99.9,0.8,26.1,28.8,17.1,1.8,4.8,755,Hazardous
30.1,80.9,4.6,15.3,29.6,9.6,1.71,5.2,332,Moderate
26.0,79.9,22.6,28.3,22.7,5.9,1.37,12.0,323,Moderate
19.3,46.8,22.4,25.0,13.5,5.3,1.17,10.3,230,Good
21.3,41.7,6.9,10.9,21.2,3.7,1.0,12.8,298,Good
41.5,68.2,3.4,15.4,24.5,6.4,1.38,4.8,748,Poor
35.3,92.3,13.3,24.1,32.6,10.4,1.87,4.0,623,Poor
22.8,59.5,14.2,18.9,24.0,5.0,0.79,15.9,528,Good
36.6,103.0,23.7,45.6,47.4,20.5,2.51,4.2,593,Hazardous
24.6,65.7,0.7,3.7,15.4,5.5,1.08,10.4,211,Good
31.6,81.1,18.7,30.0,31.6,12.3,1.45,5.5,664,Moderate
35.0,99.0,28.8,37.8,50.0,16.0,2.66,2.5,586,Hazardous
32.4,93.5,31.6,45.9,32.9,13.6,2.15,6.6,482,Poor
18.0,66.7,3.3,6.1,11.3,5.3,0.82,14.6,517,Good
26.3,52.6,22.2,25.4,18.7,4.6,0.93,10.6,326,Good
24.2,51.3,25.2,30.8,24.6,7.0,0.97,12.0,506,Good
31.0,71.3,34.4,45.2,26.7,8.6,1.63,7.7,460,Moderate
24.4,77.3,19.6,24.8,41.2,17.6,1.85,3.8,656,Poor
27.5,69.5,2.4,10.0,22.2,5.8,0.99,11.1,462,Good
24.8,73.6,10.8,13.4,22.1,3.7,1.16,10.4,450,Good
23.6,60.4,57.0,61.1,14.3,6.8,1.06,14.4,345,Good
33.7,80.9,9.6,26.4,30.5,22.0,2.76,4.3,446,Poor
28.5,63.1,7.0,11.9,31.0,11.7,1.28,7.6,663,Moderate
30.7,54.4,1.5,8.9,21.6,11.2,1.73,5.6,565,Moderate
23.6,51.9,11.0,13.6,27.9,4.3,1.2,12.1,474,Good
33.2,109.9,2.8,14.8,26.7,15.2,1.88,9.0,511,Poor
35.5,97.4,12.8,37.3,24.7,13.0,1.75,12.4,513,Poor
27.4,74.8,2.1,7.5,23.4,6.8,1.22,10.5,431,Good
33.4,80.3,3.1,13.0,23.3,10.1,1.76,7.3,600,Moderate
28.1,53.1,0.0,4.4,14.1,3.7,1.11,12.8,334,Good
35.7,83.1,8.1,20.2,24.9,9.4,1.4,7.2,564,Moderate
21.7,76.5,5.5,8.4,22.5,5.0,0.98,14.8,340,Good
26.5,65.9,0.9,13.3,30.1,11.5,1.82,5.5,641,Moderate
17.4,43.7,10.8,17.5,25.0,1.5,0.83,10.2,515,Good
21.7,42.4,13.3,17.0,17.8,7.4,1.09,11.0,239,Good
44.7,100.3,79.8,104.0,51.0,17.9,2.62,4.9,574,Hazardous
31.8,78.6,104.1,114.7,51.4,20.6,2.64,7.5,853,Hazardous
32.4,80.6,34.5,41.8,25.5,8.1,1.37,5.6,631,Moderate
35.2,72.0,3.6,11.4,29.4,10.2,1.39,6.5,737,Moderate
33.0,56.9,17.9,20.6,33.1,7.0,1.84,5.6,606,Moderate
25.4,81.3,37.9,41.2,14.6,9.2,0.94,13.6,407,Good
31.8,80.2,22.4,34.1,29.7,4.9,1.22,9.4,580,Moderate
29.8,90.6,5.0,34.0,35.8,9.8,1.78,10.6,492,Poor
21.4,67.9,10.9,13.7,16.1,5.8,1.02,12.7,241,Good
29.2,65.3,5.7,17.2,33.5,17.0,1.54,5.6,295,Moderate
29.5,77.2,27.9,44.4,26.3,23.1,1.68,7.7,586,Poor
36.2,76.4,35.3,47.4,30.3,9.9,1.54,6.5,309,Moderate
23.5,76.1,0.2,7.4,26.9,3.4,0.9,11.2,277,Good
29.0,61.4,11.0,17.4,36.6,10.8,1.52,10.7,326,Moderate
32.4,57.8,18.0,29.1,26.1,9.8,1.71,7.4,299,Moderate
33.4,50.3,36.7,43.4,35.6,5.3,1.31,5.4,443,Moderate
29.3,77.9,37.0,47.7,29.1,15.4,2.14,3.5,691,Poor
21.7,45.4,19.9,25.3,22.8,3.9,0.78,13.8,385,Good
24.9,47.8,3.3,7.8,17.1,6.7,1.05,13.4,581,Good
32.1,73.6,39.4,54.8,39.5,6.8,2.0,4.2,493,Poor
24.3,40.8,10.6,16.6,13.2,7.3,0.85,14.3,398,Good
23.4,77.4,25.1,28.6,26.1,5.7,1.09,12.0,201,Good
17.2,65.1,7.8,11.3,24.1,3.6,0.94,11.8,566,Good
22.8,72.8,16.8,25.2,23.0,2.1,1.15,10.3,502,Good
44.3,87.7,14.0,22.3,37.2,18.2,2.75,4.4,471,Hazardous
31.9,80.5,10.3,18.2,29.1,17.2,1.72,5.2,373,Moderate
34.6,75.7,3.7,27.7,32.2,3.9,1.91,3.6,703,Poor
26.4,78.1,1.8,9.9,27.0,6.6,1.06,14.6,552,Good
